#,,,,,,,,
agency_cd,site_no,datetime,timezone,Gage Height [ft],Discharge [cfs],Temperature [degrees C],Turbidity [FNU],Flooding
USGS,14206950,11/5/2015 2:00,PST,2.07,14.4,10.4,7.5,0
USGS,14206950,11/5/2015 2:15,PST,2.07,14.4,,,0
USGS,14206950,11/5/2015 2:30,PST,2.07,14.4,,,0
USGS,14206950,11/5/2015 2:45,PST,2.06,14,,,0
USGS,14206950,11/5/2015 3:00,PST,2.06,14,10.4,7.7,0
USGS,14206950,11/5/2015 3:15,PST,2.06,14,,,0
USGS,14206950,11/5/2015 3:30,PST,2.06,14,,,0
USGS,14206950,11/5/2015 3:45,PST,2.05,13.6,,,0
USGS,14206950,11/5/2015 4:00,PST,2.05,13.6,10.3,7.8,0
USGS,14206950,11/5/2015 4:15,PST,2.05,13.6,,,0
USGS,14206950,11/5/2015 4:30,PST,2.04,13.2,,,0
USGS,14206950,11/5/2015 4:45,PST,2.04,13.2,,,0
USGS,14206950,11/5/2015 5:00,PST,2.03,12.8,10.3,7.7,0
USGS,14206950,11/5/2015 5:15,PST,2.04,13.2,,,0
USGS,14206950,11/5/2015 5:30,PST,2.03,12.8,,,0
USGS,14206950,11/5/2015 5:45,PST,2.03,12.8,,,0
USGS,14206950,11/5/2015 6:00,PST,2.03,12.8,10.2,7.7,0
USGS,14206950,11/5/2015 6:15,PST,2.02,12.4,,,0
USGS,14206950,11/5/2015 6:30,PST,2.02,12.4,,,0
USGS,14206950,11/5/2015 6:45,PST,2.02,12.4,,,0
USGS,14206950,11/5/2015 7:00,PST,2.02,12.4,10.2,8.5,0
USGS,14206950,11/5/2015 7:15,PST,2.02,12.4,,,0
USGS,14206950,11/5/2015 7:30,PST,2.02,12.4,,,0
USGS,14206950,11/5/2015 7:45,PST,2.01,12,,,0
USGS,14206950,11/5/2015 8:00,PST,2.01,12,10.2,9.4,0
USGS,14206950,11/5/2015 8:15,PST,2.01,12,,,0
USGS,14206950,11/5/2015 8:30,PST,2.01,12,,,0
USGS,14206950,11/5/2015 8:45,PST,2.01,12,,,0
USGS,14206950,11/5/2015 9:00,PST,2.01,12,10.2,8.2,0
USGS,14206950,11/5/2015 9:15,PST,2,11.6,,,0
USGS,14206950,11/5/2015 9:30,PST,2,11.6,,,0
USGS,14206950,11/5/2015 9:45,PST,2,11.6,,,0
USGS,14206950,11/5/2015 10:00,PST,2,11.6,10.2,7.5,0
USGS,14206950,11/5/2015 10:15,PST,2,11.6,,,0
USGS,14206950,11/5/2015 10:30,PST,2,11.6,,,0
USGS,14206950,11/5/2015 10:45,PST,1.99,11.2,,,0
USGS,14206950,11/5/2015 11:00,PST,1.99,11.2,10.3,7.4,0
USGS,14206950,11/5/2015 11:15,PST,1.99,11.2,,,0
USGS,14206950,11/5/2015 11:30,PST,1.99,11.2,,,0
USGS,14206950,11/5/2015 11:45,PST,1.99,11.2,,,0
USGS,14206950,11/5/2015 12:00,PST,1.99,11.2,10.4,7.2,0
USGS,14206950,11/5/2015 12:15,PST,1.99,11.2,,,0
USGS,14206950,11/5/2015 12:30,PST,1.99,11.2,,,0
USGS,14206950,11/5/2015 12:45,PST,1.99,11.2,,,0
USGS,14206950,11/5/2015 13:00,PST,1.99,11.2,10.5,7.1,0
USGS,14206950,11/5/2015 13:15,PST,1.98,10.9,,,0
USGS,14206950,11/5/2015 13:30,PST,1.98,10.9,,,0
USGS,14206950,11/5/2015 13:45,PST,1.98,10.9,,,0
USGS,14206950,11/5/2015 14:00,PST,1.99,11.2,10.6,7.1,0
USGS,14206950,11/5/2015 14:15,PST,2,11.6,,,0
USGS,14206950,11/5/2015 14:30,PST,2,11.6,,,0
USGS,14206950,11/5/2015 14:45,PST,2,11.6,,,0
USGS,14206950,11/5/2015 15:00,PST,2,11.6,10.6,7,0
USGS,14206950,11/5/2015 15:15,PST,2,11.6,,,0
USGS,14206950,11/5/2015 15:30,PST,1.99,11.2,,,0
USGS,14206950,11/5/2015 15:45,PST,1.99,11.2,,,0
USGS,14206950,11/5/2015 16:00,PST,1.99,11.2,10.7,6.9,0
USGS,14206950,11/5/2015 16:15,PST,1.99,11.2,,,0
USGS,14206950,11/5/2015 16:30,PST,1.99,11.2,,,0
USGS,14206950,11/5/2015 16:45,PST,1.99,11.2,,,0
USGS,14206950,11/5/2015 17:00,PST,1.99,11.2,10.8,9.2,0
USGS,14206950,11/5/2015 17:15,PST,1.99,11.2,,,0
USGS,14206950,11/5/2015 17:30,PST,2,11.6,,,0
USGS,14206950,11/5/2015 17:45,PST,2,11.6,,,0
USGS,14206950,11/5/2015 18:00,PST,2,11.6,10.8,8.9,0
USGS,14206950,11/5/2015 18:15,PST,2.01,12,,,0
USGS,14206950,11/5/2015 18:30,PST,2.02,12.4,,,0
USGS,14206950,11/5/2015 18:45,PST,2.02,12.4,,,0
USGS,14206950,11/5/2015 19:00,PST,2.03,12.8,10.8,9.9,0
USGS,14206950,11/5/2015 19:15,PST,2.03,12.8,,,0
USGS,14206950,11/5/2015 19:30,PST,2.03,12.8,,,0
USGS,14206950,11/5/2015 19:45,PST,2.03,12.8,,,0
USGS,14206950,11/5/2015 20:00,PST,2.03,12.8,10.8,11.2,0
USGS,14206950,11/5/2015 20:15,PST,2.03,12.8,,,0
USGS,14206950,11/5/2015 20:30,PST,2.03,12.8,,,0
USGS,14206950,11/5/2015 20:45,PST,2.03,12.8,,,0
USGS,14206950,11/5/2015 21:00,PST,2.02,12.4,10.7,12.4,0
USGS,14206950,11/5/2015 21:15,PST,2.02,12.4,,,0
USGS,14206950,11/5/2015 21:30,PST,2.02,12.4,,,0
USGS,14206950,11/5/2015 21:45,PST,2.02,12.4,,,0
USGS,14206950,11/5/2015 22:00,PST,2.01,12,10.6,9.3,0
USGS,14206950,11/5/2015 22:15,PST,2.02,12.4,,,0
USGS,14206950,11/5/2015 22:30,PST,2.01,12,,,0
USGS,14206950,11/5/2015 22:45,PST,2.01,12,,,0
USGS,14206950,11/5/2015 23:00,PST,2.01,12,10.6,9.8,0
USGS,14206950,11/5/2015 23:15,PST,2.01,12,,,0
USGS,14206950,11/5/2015 23:30,PST,2,11.6,,,0
USGS,14206950,11/5/2015 23:45,PST,2,11.6,,,0
USGS,14206950,11/6/2015 0:00,PST,2,11.6,10.6,14.5,0
USGS,14206950,11/6/2015 0:15,PST,2,11.6,,,0
USGS,14206950,11/6/2015 0:30,PST,1.99,11.2,,,0
USGS,14206950,11/6/2015 0:45,PST,1.99,11.2,,,0
USGS,14206950,11/6/2015 1:00,PST,1.99,11.2,10.6,14,0
USGS,14206950,11/6/2015 1:15,PST,1.99,11.2,,,0
USGS,14206950,11/6/2015 1:30,PST,1.99,11.2,,,0
USGS,14206950,11/6/2015 1:45,PST,1.98,10.9,,,0
USGS,14206950,11/6/2015 2:00,PST,1.98,10.9,10.6,13,0
USGS,14206950,11/6/2015 2:15,PST,1.98,10.9,,,0
USGS,14206950,11/6/2015 2:30,PST,1.98,10.9,,,0
USGS,14206950,11/6/2015 2:45,PST,1.97,10.5,,,0
USGS,14206950,11/6/2015 3:00,PST,1.97,10.5,10.6,11.3,0
USGS,14206950,11/6/2015 3:15,PST,1.97,10.5,,,0
USGS,14206950,11/6/2015 3:30,PST,1.97,10.5,,,0
USGS,14206950,11/6/2015 3:45,PST,1.97,10.5,,,0
USGS,14206950,11/6/2015 4:00,PST,1.97,10.5,10.6,10.2,0
USGS,14206950,11/6/2015 4:15,PST,1.97,10.5,,,0
USGS,14206950,11/6/2015 4:30,PST,1.97,10.5,,,0
USGS,14206950,11/6/2015 4:45,PST,1.96,10.1,,,0
USGS,14206950,11/6/2015 5:00,PST,1.96,10.1,10.6,10,0
USGS,14206950,11/6/2015 5:15,PST,1.97,10.5,,,0
USGS,14206950,11/6/2015 5:30,PST,1.96,10.1,,,0
USGS,14206950,11/6/2015 5:45,PST,1.96,10.1,,,0
USGS,14206950,11/6/2015 6:00,PST,1.96,10.1,10.5,9.4,0
USGS,14206950,11/6/2015 6:15,PST,1.96,10.1,,,0
USGS,14206950,11/6/2015 6:30,PST,1.96,10.1,,,0
USGS,14206950,11/6/2015 6:45,PST,1.96,10.1,,,0
USGS,14206950,11/6/2015 7:00,PST,1.96,10.1,10.5,14.7,0
USGS,14206950,11/6/2015 7:15,PST,1.95,9.78,,,0
USGS,14206950,11/6/2015 7:30,PST,1.95,9.78,,,0
USGS,14206950,11/6/2015 7:45,PST,1.95,9.78,,,0
USGS,14206950,11/6/2015 8:00,PST,1.95,9.78,10.4,7.5,0
USGS,14206950,11/6/2015 8:15,PST,1.95,9.78,,,0
USGS,14206950,11/6/2015 8:30,PST,1.94,9.43,,,0
USGS,14206950,11/6/2015 8:45,PST,1.94,9.43,,,0
USGS,14206950,11/6/2015 9:00,PST,1.94,9.43,10.4,7.8,0
USGS,14206950,11/6/2015 9:15,PST,1.93,9.09,,,0
USGS,14206950,11/6/2015 9:30,PST,1.94,9.43,,,0
USGS,14206950,11/6/2015 9:45,PST,1.93,9.09,,,0
USGS,14206950,11/6/2015 10:00,PST,1.93,9.09,10.5,7.5,0
USGS,14206950,11/6/2015 10:15,PST,1.93,9.09,,,0
USGS,14206950,11/6/2015 10:30,PST,1.93,9.09,,,0
USGS,14206950,11/6/2015 10:45,PST,1.92,8.76,,,0
USGS,14206950,11/6/2015 11:00,PST,1.92,8.76,10.6,7,0
USGS,14206950,11/6/2015 11:15,PST,1.92,8.76,,,0
USGS,14206950,11/6/2015 11:30,PST,1.92,8.76,,,0
USGS,14206950,11/6/2015 11:45,PST,1.92,8.76,,,0
USGS,14206950,11/6/2015 12:00,PST,1.91,8.43,10.7,9.3,0
USGS,14206950,11/6/2015 12:15,PST,1.91,8.43,,,0
USGS,14206950,11/6/2015 12:30,PST,1.91,8.43,,,0
USGS,14206950,11/6/2015 12:45,PST,1.91,8.43,,,0
USGS,14206950,11/6/2015 13:00,PST,1.91,8.43,10.8,10.6,0
USGS,14206950,11/6/2015 13:15,PST,1.91,8.43,,,0
USGS,14206950,11/6/2015 13:30,PST,1.91,8.43,,,0
USGS,14206950,11/6/2015 13:45,PST,1.91,8.43,,,0
USGS,14206950,11/6/2015 14:00,PST,1.91,8.43,10.9,6,0
USGS,14206950,11/6/2015 14:15,PST,1.92,8.76,,,0
USGS,14206950,11/6/2015 14:30,PST,1.92,8.76,,,0
USGS,14206950,11/6/2015 14:45,PST,1.92,8.76,,,0
USGS,14206950,11/6/2015 15:00,PST,1.92,8.76,11,6.4,0
USGS,14206950,11/6/2015 15:15,PST,1.92,8.76,,,0
USGS,14206950,11/6/2015 15:30,PST,1.92,8.76,,,0
USGS,14206950,11/6/2015 15:45,PST,1.92,8.76,,,0
USGS,14206950,11/6/2015 16:00,PST,1.92,8.76,11.1,6.4,0
USGS,14206950,11/6/2015 16:15,PST,1.92,8.76,,,0
USGS,14206950,11/6/2015 16:30,PST,1.93,9.09,,,0
USGS,14206950,11/6/2015 16:45,PST,1.93,9.09,,,0
USGS,14206950,11/6/2015 17:00,PST,1.93,9.09,11.1,6.5,0
USGS,14206950,11/6/2015 17:15,PST,1.93,9.09,,,0
USGS,14206950,11/6/2015 17:30,PST,1.93,9.09,,,0
USGS,14206950,11/6/2015 17:45,PST,1.93,9.09,,,0
USGS,14206950,11/6/2015 18:00,PST,1.94,9.43,11.1,7.5,0
USGS,14206950,11/6/2015 18:15,PST,1.94,9.43,,,0
USGS,14206950,11/6/2015 18:30,PST,1.94,9.43,,,0
USGS,14206950,11/6/2015 18:45,PST,1.94,9.43,,,0
USGS,14206950,11/6/2015 19:00,PST,1.94,9.43,11.2,9.2,0
USGS,14206950,11/6/2015 19:15,PST,1.94,9.43,,,0
USGS,14206950,11/6/2015 19:30,PST,1.94,9.43,,,0
USGS,14206950,11/6/2015 19:45,PST,1.94,9.43,,,0
USGS,14206950,11/6/2015 20:00,PST,1.94,9.43,11.2,8.6,0
USGS,14206950,11/6/2015 20:15,PST,1.94,9.43,,,0
USGS,14206950,11/6/2015 20:30,PST,1.94,9.43,,,0
USGS,14206950,11/6/2015 20:45,PST,1.94,9.43,,,0
USGS,14206950,11/6/2015 21:00,PST,1.94,9.43,11.1,8,0
USGS,14206950,11/6/2015 21:15,PST,1.94,9.43,,,0
USGS,14206950,11/6/2015 21:30,PST,1.94,9.43,,,0
USGS,14206950,11/6/2015 21:45,PST,1.94,9.43,,,0
USGS,14206950,11/6/2015 22:00,PST,1.94,9.43,10.9,7.9,0
USGS,14206950,11/6/2015 22:15,PST,1.94,9.43,,,0
USGS,14206950,11/6/2015 22:30,PST,1.94,9.43,,,0
USGS,14206950,11/6/2015 22:45,PST,1.94,9.43,,,0
USGS,14206950,11/6/2015 23:00,PST,1.94,9.43,10.7,7.8,0
USGS,14206950,11/6/2015 23:15,PST,1.94,9.43,,,0
USGS,14206950,11/6/2015 23:30,PST,1.94,9.43,,,0
USGS,14206950,11/6/2015 23:45,PST,1.94,9.43,,,0
USGS,14206950,11/7/2015 0:00,PST,1.94,9.43,10.6,10,0
USGS,14206950,11/7/2015 0:15,PST,1.93,9.09,,,0
USGS,14206950,11/7/2015 0:30,PST,1.94,9.43,,,0
USGS,14206950,11/7/2015 0:45,PST,1.93,9.09,,,0
USGS,14206950,11/7/2015 1:00,PST,1.93,9.09,10.4,9.2,0
USGS,14206950,11/7/2015 1:15,PST,1.93,9.09,,,0
USGS,14206950,11/7/2015 1:30,PST,1.93,9.09,,,0
USGS,14206950,11/7/2015 1:45,PST,1.93,9.09,,,0
USGS,14206950,11/7/2015 2:00,PST,1.93,9.09,10.3,9.7,0
USGS,14206950,11/7/2015 2:15,PST,1.93,9.09,,,0
USGS,14206950,11/7/2015 2:30,PST,1.93,9.09,,,0
USGS,14206950,11/7/2015 2:45,PST,1.93,9.09,,,0
USGS,14206950,11/7/2015 3:00,PST,1.93,9.09,10.2,8.9,0
USGS,14206950,11/7/2015 3:15,PST,1.93,9.09,,,0
USGS,14206950,11/7/2015 3:30,PST,1.92,8.76,,,0
USGS,14206950,11/7/2015 3:45,PST,1.93,9.09,,,0
USGS,14206950,11/7/2015 4:00,PST,1.92,8.76,10.1,8.8,0
USGS,14206950,11/7/2015 4:15,PST,1.92,8.76,,,0
USGS,14206950,11/7/2015 4:30,PST,1.92,8.76,,,0
USGS,14206950,11/7/2015 4:45,PST,1.92,8.76,,,0
USGS,14206950,11/7/2015 5:00,PST,1.92,8.76,10.1,9.4,0
USGS,14206950,11/7/2015 5:15,PST,1.92,8.76,,,0
USGS,14206950,11/7/2015 5:30,PST,1.92,8.76,,,0
USGS,14206950,11/7/2015 5:45,PST,1.92,8.76,,,0
USGS,14206950,11/7/2015 6:00,PST,1.91,8.43,10.1,7.8,0
USGS,14206950,11/7/2015 6:15,PST,1.92,8.76,,,0
USGS,14206950,11/7/2015 6:30,PST,1.91,8.43,,,0
USGS,14206950,11/7/2015 6:45,PST,1.91,8.43,,,0
USGS,14206950,11/7/2015 7:00,PST,1.91,8.43,10,13.4,0
USGS,14206950,11/7/2015 7:15,PST,1.9,8.11,,,0
USGS,14206950,11/7/2015 7:30,PST,1.9,8.11,,,0
USGS,14206950,11/7/2015 7:45,PST,1.9,8.11,,,0
USGS,14206950,11/7/2015 8:00,PST,1.9,8.11,10.1,10,0
USGS,14206950,11/7/2015 8:15,PST,1.9,8.11,,,0
USGS,14206950,11/7/2015 8:30,PST,1.9,8.11,,,0
USGS,14206950,11/7/2015 8:45,PST,1.89,7.8,,,0
USGS,14206950,11/7/2015 9:00,PST,1.89,7.8,10.1,8,0
USGS,14206950,11/7/2015 9:15,PST,1.89,7.8,,,0
USGS,14206950,11/7/2015 9:30,PST,1.89,7.8,,,0
USGS,14206950,11/7/2015 9:45,PST,1.89,7.8,,,0
USGS,14206950,11/7/2015 10:00,PST,1.89,7.8,10.2,7.1,0
USGS,14206950,11/7/2015 10:15,PST,1.89,7.8,,,0
USGS,14206950,11/7/2015 10:30,PST,1.89,7.8,,,0
USGS,14206950,11/7/2015 10:45,PST,1.9,8.11,,,0
USGS,14206950,11/7/2015 11:00,PST,1.91,8.43,10.3,10.7,0
USGS,14206950,11/7/2015 11:15,PST,1.93,9.09,,,0
USGS,14206950,11/7/2015 11:30,PST,2.07,14.4,,,0
USGS,14206950,11/7/2015 11:45,PST,2.2,20.5,,,0
USGS,14206950,11/7/2015 12:00,PST,2.2,20.5,10.4,7.1,0
USGS,14206950,11/7/2015 12:15,PST,2.19,20,,,0
USGS,14206950,11/7/2015 12:30,PST,2.21,21,,,0
USGS,14206950,11/7/2015 12:45,PST,2.39,31.3,,,0
USGS,14206950,11/7/2015 13:00,PST,2.59,44.2,10.7,15.1,0
USGS,14206950,11/7/2015 13:15,PST,2.71,52.6,,,0
USGS,14206950,11/7/2015 13:30,PST,2.82,60.7,,,0
USGS,14206950,11/7/2015 13:45,PST,2.91,67.8,,,0
USGS,14206950,11/7/2015 14:00,PST,2.97,72.7,10.9,35.1,0
USGS,14206950,11/7/2015 14:15,PST,3.01,76.1,,,0
USGS,14206950,11/7/2015 14:30,PST,3.03,77.8,,,0
USGS,14206950,11/7/2015 14:45,PST,3.06,80.4,,,0
USGS,14206950,11/7/2015 15:00,PST,3.05,79.5,11.2,31.1,0
USGS,14206950,11/7/2015 15:15,PST,3.06,80.4,,,0
USGS,14206950,11/7/2015 15:30,PST,3.09,83,,,0
USGS,14206950,11/7/2015 15:45,PST,3.14,87.5,,,0
USGS,14206950,11/7/2015 16:00,PST,3.17,90.3,11.3,23.8,0
USGS,14206950,11/7/2015 16:15,PST,3.19,92.2,,,0
USGS,14206950,11/7/2015 16:30,PST,3.24,96.9,,,0
USGS,14206950,11/7/2015 16:45,PST,3.3,103,,,0
USGS,14206950,11/7/2015 17:00,PST,3.39,112,11.2,23.2,0
USGS,14206950,11/7/2015 17:15,PST,3.47,120,,,0
USGS,14206950,11/7/2015 17:30,PST,3.55,129,,,0
USGS,14206950,11/7/2015 17:45,PST,3.6,134,,,0
USGS,14206950,11/7/2015 18:00,PST,3.62,136,11.2,36.1,0
USGS,14206950,11/7/2015 18:15,PST,3.63,138,,,0
USGS,14206950,11/7/2015 18:30,PST,3.65,140,,,0
USGS,14206950,11/7/2015 18:45,PST,3.65,140,,,0
USGS,14206950,11/7/2015 19:00,PST,3.65,140,11.1,33.4,0
USGS,14206950,11/7/2015 19:15,PST,3.65,140,,,0
USGS,14206950,11/7/2015 19:30,PST,3.65,140,,,0
USGS,14206950,11/7/2015 19:45,PST,3.66,141,,,0
USGS,14206950,11/7/2015 20:00,PST,3.66,141,11,33.6,0
USGS,14206950,11/7/2015 20:15,PST,3.66,141,,,0
USGS,14206950,11/7/2015 20:30,PST,3.66,141,,,0
USGS,14206950,11/7/2015 20:45,PST,3.67,142,,,0
USGS,14206950,11/7/2015 21:00,PST,3.66,141,11,30.5,0
USGS,14206950,11/7/2015 21:15,PST,3.66,141,,,0
USGS,14206950,11/7/2015 21:30,PST,3.67,142,,,0
USGS,14206950,11/7/2015 21:45,PST,3.67,142,,,0
USGS,14206950,11/7/2015 22:00,PST,3.66,141,10.9,35.6,0
USGS,14206950,11/7/2015 22:15,PST,3.66,141,,,0
USGS,14206950,11/7/2015 22:30,PST,3.66,141,,,0
USGS,14206950,11/7/2015 22:45,PST,3.66,141,,,0
USGS,14206950,11/7/2015 23:00,PST,3.65,140,10.9,36.1,0
USGS,14206950,11/7/2015 23:15,PST,3.65,140,,,0
USGS,14206950,11/7/2015 23:30,PST,3.63,138,,,0
USGS,14206950,11/7/2015 23:45,PST,3.64,139,,,0
USGS,14206950,11/8/2015 0:00,PST,3.63,138,10.9,35.3,0
USGS,14206950,11/8/2015 0:15,PST,3.62,136,,,0
USGS,14206950,11/8/2015 0:30,PST,3.6,134,,,0
USGS,14206950,11/8/2015 0:45,PST,3.57,131,,,0
USGS,14206950,11/8/2015 1:00,PST,3.55,129,11,30.6,0
USGS,14206950,11/8/2015 1:15,PST,3.54,128,,,0
USGS,14206950,11/8/2015 1:30,PST,3.5,123,,,0
USGS,14206950,11/8/2015 1:45,PST,3.48,121,,,0
USGS,14206950,11/8/2015 2:00,PST,3.45,118,11,29.2,0
USGS,14206950,11/8/2015 2:15,PST,3.42,115,,,0
USGS,14206950,11/8/2015 2:30,PST,3.39,112,,,0
USGS,14206950,11/8/2015 2:45,PST,3.37,110,,,0
USGS,14206950,11/8/2015 3:00,PST,3.33,106,10.9,25.9,0
USGS,14206950,11/8/2015 3:15,PST,3.31,104,,,0
USGS,14206950,11/8/2015 3:30,PST,3.27,99.8,,,0
USGS,14206950,11/8/2015 3:45,PST,3.25,97.8,,,0
USGS,14206950,11/8/2015 4:00,PST,3.22,95,10.9,28.1,0
USGS,14206950,11/8/2015 4:15,PST,3.19,92.2,,,0
USGS,14206950,11/8/2015 4:30,PST,3.16,89.4,,,0
USGS,14206950,11/8/2015 4:45,PST,3.13,86.6,,,0
USGS,14206950,11/8/2015 5:00,PST,3.11,84.8,10.8,19.7,0
USGS,14206950,11/8/2015 5:15,PST,3.08,82.2,,,0
USGS,14206950,11/8/2015 5:30,PST,3.05,79.5,,,0
USGS,14206950,11/8/2015 5:45,PST,3.02,76.9,,,0
USGS,14206950,11/8/2015 6:00,PST,2.99,74.4,10.8,,0
USGS,14206950,11/8/2015 6:15,PST,2.97,72.7,,,0
USGS,14206950,11/8/2015 6:30,PST,2.94,70.2,,,0
USGS,14206950,11/8/2015 6:45,PST,2.91,67.8,,,0
USGS,14206950,11/8/2015 7:00,PST,2.89,66.2,10.9,18,0
USGS,14206950,11/8/2015 7:15,PST,2.86,63.8,,,0
USGS,14206950,11/8/2015 7:30,PST,2.84,62.3,,,0
USGS,14206950,11/8/2015 7:45,PST,2.81,60,,,0
USGS,14206950,11/8/2015 8:00,PST,2.79,58.5,10.9,16.9,0
USGS,14206950,11/8/2015 8:15,PST,2.77,57,,,0
USGS,14206950,11/8/2015 8:30,PST,2.74,54.8,,,0
USGS,14206950,11/8/2015 8:45,PST,2.72,53.3,,,0
USGS,14206950,11/8/2015 9:00,PST,2.7,51.9,10.9,16.2,0
USGS,14206950,11/8/2015 9:15,PST,2.68,50.5,,,0
USGS,14206950,11/8/2015 9:30,PST,2.66,49.1,,,0
USGS,14206950,11/8/2015 9:45,PST,2.65,48.4,,,0
USGS,14206950,11/8/2015 10:00,PST,2.63,46.9,11,14.9,0
USGS,14206950,11/8/2015 10:15,PST,2.62,46.3,,,0
USGS,14206950,11/8/2015 10:30,PST,2.61,45.6,,,0
USGS,14206950,11/8/2015 10:45,PST,2.59,44.2,,,0
USGS,14206950,11/8/2015 11:00,PST,2.58,43.5,11,14.3,0
USGS,14206950,11/8/2015 11:15,PST,2.57,42.8,,,0
USGS,14206950,11/8/2015 11:30,PST,2.56,42.2,,,0
USGS,14206950,11/8/2015 11:45,PST,2.55,41.5,,,0
USGS,14206950,11/8/2015 12:00,PST,2.54,40.8,11.1,13.5,0
USGS,14206950,11/8/2015 12:15,PST,2.53,40.2,,,0
USGS,14206950,11/8/2015 12:30,PST,2.52,39.6,,,0
USGS,14206950,11/8/2015 12:45,PST,2.51,38.9,,,0
USGS,14206950,11/8/2015 13:00,PST,2.51,38.9,11.1,13.4,0
USGS,14206950,11/8/2015 13:15,PST,2.5,38.3,,,0
USGS,14206950,11/8/2015 13:30,PST,2.5,38.3,,,0
USGS,14206950,11/8/2015 13:45,PST,2.49,37.6,,,0
USGS,14206950,11/8/2015 14:00,PST,2.49,37.6,11.2,13.1,0
USGS,14206950,11/8/2015 14:15,PST,2.48,37,,,0
USGS,14206950,11/8/2015 14:30,PST,2.48,37,,,0
USGS,14206950,11/8/2015 14:45,PST,2.48,37,,,0
USGS,14206950,11/8/2015 15:00,PST,2.51,38.9,11.2,14.5,0
USGS,14206950,11/8/2015 15:15,PST,2.63,46.9,,,0
USGS,14206950,11/8/2015 15:30,PST,2.61,45.6,,,0
USGS,14206950,11/8/2015 15:45,PST,2.6,44.9,,,0
USGS,14206950,11/8/2015 16:00,PST,2.66,49.1,11.2,13.3,0
USGS,14206950,11/8/2015 16:15,PST,2.72,53.3,,,0
USGS,14206950,11/8/2015 16:30,PST,2.82,60.7,,,0
USGS,14206950,11/8/2015 16:45,PST,2.91,67.8,,,0
USGS,14206950,11/8/2015 17:00,PST,2.98,73.5,11.1,16.8,0
USGS,14206950,11/8/2015 17:15,PST,3.01,76.1,,,0
USGS,14206950,11/8/2015 17:30,PST,3.05,79.5,,,0
USGS,14206950,11/8/2015 17:45,PST,3.06,80.4,,,0
USGS,14206950,11/8/2015 18:00,PST,3.07,81.3,11.2,21.6,0
USGS,14206950,11/8/2015 18:15,PST,3.07,81.3,,,0
USGS,14206950,11/8/2015 18:30,PST,3.05,79.5,,,0
USGS,14206950,11/8/2015 18:45,PST,3.05,79.5,,,0
USGS,14206950,11/8/2015 19:00,PST,3.04,78.7,11.2,16.5,0
USGS,14206950,11/8/2015 19:15,PST,3.03,77.8,,,0
USGS,14206950,11/8/2015 19:30,PST,3.01,76.1,,,0
USGS,14206950,11/8/2015 19:45,PST,2.99,74.4,,,0
USGS,14206950,11/8/2015 20:00,PST,2.97,72.7,11.2,15.4,0
USGS,14206950,11/8/2015 20:15,PST,2.95,71,,,0
USGS,14206950,11/8/2015 20:30,PST,2.92,68.6,,,0
USGS,14206950,11/8/2015 20:45,PST,2.9,67,,,0
USGS,14206950,11/8/2015 21:00,PST,2.89,66.2,11.2,16.4,0
USGS,14206950,11/8/2015 21:15,PST,2.87,64.6,,,0
USGS,14206950,11/8/2015 21:30,PST,2.86,63.8,,,0
USGS,14206950,11/8/2015 21:45,PST,2.85,63,,,0
USGS,14206950,11/8/2015 22:00,PST,2.85,63,11.1,20,0
USGS,14206950,11/8/2015 22:15,PST,2.84,62.3,,,0
USGS,14206950,11/8/2015 22:30,PST,2.84,62.3,,,0
USGS,14206950,11/8/2015 22:45,PST,2.84,62.3,,,0
USGS,14206950,11/8/2015 23:00,PST,2.84,62.3,11,15.8,0
USGS,14206950,11/8/2015 23:15,PST,2.84,62.3,,,0
USGS,14206950,11/8/2015 23:30,PST,2.83,61.5,,,0
USGS,14206950,11/8/2015 23:45,PST,2.83,61.5,,,0
USGS,14206950,11/9/2015 0:00,PST,2.82,60.7,11,15.4,0
USGS,14206950,11/9/2015 0:15,PST,2.81,60,,,0
USGS,14206950,11/9/2015 0:30,PST,2.81,60,,,0
USGS,14206950,11/9/2015 0:45,PST,2.79,58.5,,,0
USGS,14206950,11/9/2015 1:00,PST,2.79,58.5,11,16.3,0
USGS,14206950,11/9/2015 1:15,PST,2.78,57.7,,,0
USGS,14206950,11/9/2015 1:30,PST,2.76,56.2,,,0
USGS,14206950,11/9/2015 1:45,PST,2.75,55.5,,,0
USGS,14206950,11/9/2015 2:00,PST,2.74,54.8,10.9,16.1,0
USGS,14206950,11/9/2015 2:15,PST,2.73,54,,,0
USGS,14206950,11/9/2015 2:30,PST,2.72,53.3,,,0
USGS,14206950,11/9/2015 2:45,PST,2.72,53.3,,,0
USGS,14206950,11/9/2015 3:00,PST,2.72,53.3,10.9,15,0
USGS,14206950,11/9/2015 3:15,PST,2.71,52.6,,,0
USGS,14206950,11/9/2015 3:30,PST,2.71,52.6,,,0
USGS,14206950,11/9/2015 3:45,PST,2.72,53.3,,,0
USGS,14206950,11/9/2015 4:00,PST,2.72,53.3,10.8,14.4,0
USGS,14206950,11/9/2015 4:15,PST,2.72,53.3,,,0
USGS,14206950,11/9/2015 4:30,PST,2.72,53.3,,,0
USGS,14206950,11/9/2015 4:45,PST,2.72,53.3,,,0
USGS,14206950,11/9/2015 5:00,PST,2.72,53.3,10.8,14.5,0
USGS,14206950,11/9/2015 5:15,PST,2.71,52.6,,,0
USGS,14206950,11/9/2015 5:30,PST,2.71,52.6,,,0
